45.426745374,-75.649230223
45.288789784,-75.854362828
45.270329714,-75.749267147
45.322502990,-75.668497082
45.432708864,-75.677130283
45.370457888,-75.631141644
45.430118295,-75.655083947
45.408259889,-75.732737900
45.429246922,-75.683749453
45.322502990,-75.668497082
45.435448528,-75.543641027
45.373374542,-75.624215409
45.417290346,-75.698078870
45.426260408,-75.694028647
45.431442498,-75.688791614
45.427943935,-75.690324165
45.431442498,-75.688791614
45.430756210,-75.680890486
45.400625006,-75.634000448
45.381216325,-75.699559478
45.380415908,-75.727062164
45.427003446,-75.684612449
45.426251384,-75.692750854
45.422851120,-75.576515474
45.422851120,-75.576515474
45.422851120,-75.576515474
45.422851120,-75.576515474
45.422851120,-75.576515474
45.422851120,-75.576515474
45.422851120,-75.576515474
45.422851120,-75.576515474
45.422851120,-75.576515474
45.422851120,-75.576515474
45.422851120,-75.576515474
45.422851120,-75.576515474
45.422851120,-75.576515474
45.422851120,-75.576515474
45.422851120,-75.576515474
45.422851120,-75.576515474
45.422851120,-75.576515474
45.422851120,-75.576515474
45.422851120,-75.576515474
45.422851120,-75.576515474
45.422851120,-75.576515474
45.415257161,-75.729525623
45.422173279,-75.639510730
45.401710866,-75.646757535
45.464811005,-75.525574016
45.414299543,-75.695054840
45.372045514,-75.603693825
45.351481003,-75.733109865
45.463724164,-75.648533491
45.285728838,-75.685249498
45.279557271,-75.729567255
45.284137138,-75.859106596
45.454766911,-75.666325291
45.270168701,-75.738538714
45.356345721,-75.761238637
45.424516151,-75.676572046
45.385998765,-75.741033226
45.385752564,-75.654723558
45.439279979,-75.594180853
45.422173279,-75.639510730
45.423746019,-75.669631660
45.429611483,-75.684395976
45.362412916,-75.753258249
45.438226585,-75.656381728
45.383501810,-75.679249143
45.348343189,-75.883650489
45.426573234,-75.687378968
45.427830995,-75.687092549
45.325876615,-75.810237501
45.432165485,-75.689228575
45.428834634,-75.689033450
45.435567960,-75.661942873
45.401710866,-75.646757535
45.430147964,-75.683915386
45.426573234,-75.687378968
45.444191554,-75.647753602
45.378078293,-75.727362150
45.406757824,-75.624006256
45.410090222,-75.697899709
45.350472748,-75.757562979
45.428551715,-75.687210001
45.274180027,-75.719558705
45.468683808,-75.454721238
45.400461228,-75.710745499
45.425521268,-75.691304450
45.396116497,-75.621015911
45.401128026,-75.641030987
45.428996594,-75.686500725
45.424230449,-75.674391033
45.322502990,-75.668497082
45.431442498,-75.688791614
45.477958679,-75.516227493
45.315212078,-75.693321406
45.417926191,-75.698925950
45.419913114,-75.699958408
45.377486566,-75.733026529
45.359960783,-75.792119423
45.329899773,-75.901302842
45.475876991,-75.514831190
45.426749458,-75.686852487
45.273827792,-75.899445692
45.431620690,-75.651393547
45.290973771,-75.858672635
45.350120774,-75.731558502
45.432410646,-75.660877694
45.429518677,-75.684001135
45.446132893,-75.607391790
45.401710866,-75.646757535
45.322502990,-75.668497082
45.394329442,-75.748891451
45.383469352,-75.739560265
45.460559213,-75.634502690
45.419764098,-75.717414911
45.435795574,-75.693560598
45.347468110,-75.661482902
45.363436143,-75.879069909
45.315888709,-75.840828880
45.173282400,-75.814562938
45.375664341,-75.641352767
45.471730211,-75.524444408
45.482849018,-75.488882599
45.261071555,-75.513966232
45.378907835,-75.653944527
45.418943052,-75.677406937
45.429645083,-75.639908395
45.283055147,-75.754937454
45.421981151,-75.626058154
45.325049250,-75.612254989
45.410642017,-75.686853704
45.381054424,-75.628272311
45.436246359,-75.668579193
45.377585282,-75.734327555
45.282460014,-75.864950802
45.310361625,-75.882353380
45.369720288,-75.664958556
45.422842210,-75.586597813
45.370881930,-75.754832014
45.334419874,-75.905274151
45.432522850,-75.688865601
45.310957971,-75.859913911
45.409219371,-75.689263113
45.426966589,-75.692088912
45.402007717,-75.626506683
45.405317585,-75.723452359
45.436458333,-75.660651541
45.450573046,-75.481980466
45.429513014,-75.683208860
45.425413078,-75.688737412
45.383899402,-75.340974842
45.405049215,-75.723685975
45.348186631,-75.625305834
45.425508225,-75.689464454
45.413921059,-75.692428273
45.366237319,-75.746403820
45.268857412,-75.786307393
45.436458333,-75.660651541
45.411006552,-75.713204886
45.440198219,-75.643212078
45.487488578,-75.474343427
45.430807942,-75.688136133
45.430841272,-75.692838785
45.408916092,-75.710193390
45.485756883,-75.502339633
45.172752217,-75.478673009
45.423170800,-75.408715472
45.349612937,-75.555807798
45.435267834,-75.543554611
45.435267834,-75.543554611
45.369300329,-75.620984565
45.370042707,-75.545318508
45.370042707,-75.545318508
45.407611914,-75.400238706
45.469123289,-75.546064265
45.340617591,-75.578248935
45.416237287,-76.149209269
45.426735651,-75.524223031
45.438044273,-75.656064898
45.427395255,-75.651916928
45.511324345,-75.368451159
45.428925954,-75.640008776
45.435399251,-75.663479123
45.277091335,-75.921525011
45.177049111,-76.046629527
45.387602968,-75.637430265
45.288415741,-75.867931168
45.431181909,-75.690111721
45.270623621,-75.780958169
45.435399251,-75.663479123
45.427738380,-75.625815955
45.427857915,-75.665865293
45.334160429,-75.700579922
45.372256056,-75.679603335
45.265967690,-75.756511806
45.421322936,-75.658230785
45.272094959,-75.704293813
45.437781331,-75.657014672
45.395413743,-75.600105847
45.353663808,-75.647518176
45.265967690,-75.756511806
45.392111960,-75.753799542
45.427296745,-75.662959845
45.387979511,-75.676247106
45.298466635,-75.731338530
45.381665195,-75.738894919
45.389775691,-75.727241098
45.409845943,-75.688794230
45.434164550,-75.654665697
45.436811940,-75.659789931
45.427759236,-75.652460998
45.434366866,-75.645575355
45.354422695,-75.756107397
45.430917656,-75.665896902
45.330981302,-75.599851072
45.439639240,-75.664937553
45.360443613,-75.741183522
45.435305530,-75.662969258
45.463634567,-75.493676277
45.298269800,-75.677253894
45.165441019,-75.466222847
45.298269800,-75.677253894
45.407136987,-75.726352880
45.439794197,-75.649353682
45.355155421,-75.654490010
45.342598538,-75.807648277
45.424502621,-75.662336643
45.428332290,-75.632899510
45.403004167,-75.688393972
45.433897117,-75.667258912
45.423588272,-75.697925812
45.392977085,-75.721629004
45.427482718,-75.688733323
45.411846419,-75.630468881
45.365214276,-75.627941201
45.435831684,-75.636938602
45.435267834,-75.543554611
45.462670341,-75.466315509
45.420549124,-75.700831101
45.398757440,-75.685951265
45.381054424,-75.628272311
45.317359840,-75.630384721
45.260103991,-75.740635513
45.339866170,-75.787687044
45.266871839,-75.729993751
45.494055826,-75.484229548
45.432178842,-75.653851828
45.478771951,-75.537753530
45.449940189,-75.588142105
45.353300779,-75.791959967
45.433999148,-75.656636435
45.430207552,-75.692298274
45.416126027,-75.698861966
45.242104613,-75.740378566
45.425827273,-75.683722066
45.401648794,-75.687608638
45.402012516,-75.688139923
45.402463943,-75.688350612
45.409509305,-75.692082335
45.373217218,-75.688181802
45.361424042,-75.739766309
45.434867814,-75.664637279
45.383239566,-75.585499155
45.437074627,-75.671110578
45.351497728,-75.762986347
45.428190977,-75.650013623
45.267958070,-76.126853916
45.382999891,-75.723285501
45.250043948,-75.743444905
45.347125108,-75.639563897
45.370191207,-75.732065515
45.427181131,-75.600406285
45.359345946,-75.738504962
45.354738795,-75.735835454
45.436811940,-75.659789931
45.269142218,-75.706718181
45.391497272,-75.689989086
45.354422695,-75.756107397
45.363789215,-75.785535929
45.321980393,-75.836089641
45.406604566,-75.627496140
45.477345240,-75.497422953
45.439864997,-75.658913767
45.458360998,-75.487517512
45.494055826,-75.484229548
45.275007428,-75.749014291
45.372685881,-75.664416993
45.420066874,-75.696225115
45.517449521,-75.406036767
45.267958070,-76.126853916
45.291730291,-75.694024094
45.298269800,-75.677253894
45.244830476,-75.607174358
45.356295259,-75.739834991
45.348748383,-75.769249765
45.333367998,-75.770404473
45.452795139,-75.489010708
45.413512698,-75.711253635
45.372685881,-75.664416993
45.400916499,-75.673338365
45.435257669,-75.609058676
45.201464102,-75.932105808
45.393796789,-75.749996889
45.317700138,-75.944567981
45.334160429,-75.700579922
45.263318628,-75.723543065
45.258843760,-75.740575863
45.345079739,-75.931067213
45.322144159,-75.833306970
45.266425514,-75.744004661
45.342893114,-75.842263744
45.349500832,-75.818169283
45.349098008,-75.924850234
45.375152427,-75.707471630
45.395978023,-75.726249723
45.284779089,-75.703695835
45.370428144,-75.663314010
45.397627732,-75.730684898
45.475433306,-75.505169430
45.342833908,-75.667650803
45.372256056,-75.679603335
45.298269800,-75.677253894
45.422449567,-75.689584896
45.272170879,-75.689496298
45.404628023,-75.701745444
45.431297312,-75.668600744
45.334419874,-75.905274151
45.413633580,-75.702742895
45.310479693,-75.738011853
45.354422695,-75.756107397
45.454148374,-75.541598934
45.271812507,-75.783989091
45.424230449,-75.674391033
45.424226809,-75.637371037
45.296619159,-75.921619740
45.271794112,-75.725989142
45.342893114,-75.842263744
45.387979511,-75.676247106
45.288108151,-75.757038486
45.270609307,-75.903468578
45.445670108,-75.327297516
45.470569429,-75.454277124
45.473193528,-75.455865688
45.286895206,-75.263928069
45.450263793,-75.467577738
45.393966324,-75.682890935
45.420930980,-75.703969104
45.346492965,-75.701197540
45.230090374,-75.681651212
45.397580722,-75.697693541
45.392883768,-75.682510614
45.395595402,-75.684195775
45.250929302,-75.741254641
45.445499145,-75.498409138
45.311990022,-75.599348305
45.372256056,-75.679603335
45.459713218,-75.457776835
45.401078539,-75.735351497
45.468941315,-75.545824346
45.360872618,-75.698595485
45.421322936,-75.658230785
45.296054726,-75.882559717
45.332825424,-75.728909097
45.355056038,-75.756635152
45.442903834,-75.597267470
45.296450304,-75.872584916
45.346163338,-75.931822028
45.275007428,-75.749014291
45.419314612,-75.595624605
45.348239200,-75.732770795
45.373137439,-76.095802397
45.348794389,-75.646161961
45.377508655,-75.684264389
45.418778563,-75.705008775
45.421322936,-75.658230785
45.377508655,-75.684264389
45.428925954,-75.640008776
45.400916499,-75.673338365
45.340617591,-75.578248935
45.281043793,-75.837421286
45.235078543,-75.906273068
45.434359434,-75.564249689
45.417232102,-75.689825640
45.304145586,-76.078682826
45.404480099,-75.719401607
45.315471777,-75.800976596
45.324794597,-75.923476162
45.307986892,-75.593826067
45.329929944,-75.781675238
45.412892289,-75.712629324
45.270570635,-75.705079766
45.424736844,-75.694906513
45.430802216,-75.687331060
45.485756883,-75.502339633
45.425808366,-75.574997655
45.431720098,-75.605459133
45.467244749,-75.536670845
45.269633548,-75.941863740
45.347664295,-75.639466397
45.417427931,-75.704887180
45.309557836,-75.917777051
45.476032079,-75.511950632
45.344981542,-75.665998693
45.288108151,-75.757038486
45.383451949,-76.201843853
45.337206141,-75.724677395
45.311431247,-75.932411490
45.376334068,-75.658796432
45.380035877,-75.737461138
45.412381600,-75.691057622
45.419336537,-75.707607585
45.428614389,-75.696065462
45.394732418,-75.755463743
45.444643346,-75.636024454
45.330981302,-75.599851072
45.424168433,-75.665855739
45.419314612,-75.595624605
45.403771457,-75.734357108
45.412381600,-75.691057622
45.467259402,-75.466295570
45.423334445,-75.687476552
45.259503901,-75.931527511
45.494908328,-75.449156621
45.404628023,-75.701745444
45.389054053,-75.726982745
45.334558469,-75.693199870
45.464124464,-75.540138330
45.342242705,-75.887110924
45.424168433,-75.665855739
45.421345131,-75.698852043
45.332576237,-75.773246942
45.269589755,-75.802890899
45.272929623,-75.720939532
45.455723241,-75.504787296
45.288108151,-75.757038486
45.313849804,-75.618577264
45.430852356,-75.564537694
45.372256056,-75.679603335
45.402138930,-75.706123581
45.479534108,-75.421608685
45.421034637,-75.693093542
45.306567011,-75.988519049
45.140773844,-75.615005051
45.269275602,-75.700038505
45.460784851,-75.593977192
45.407340819,-75.690835756
45.386363043,-75.640067018
45.332825424,-75.728909097
45.410324440,-75.718707872
45.416508300,-75.689273803
45.375152427,-75.707471630
